cap_mw,mw_bought,mw_bought_per_pbat,feasible,revenue_eur,loss_frac,loss_eur_mw_y,peak_grid_mw,zone,duration_h,profile,peak_per_pbat,ceiling_eur,hours
2.2499952430214925,-0.25,-0.25,True,45385.24153853557,0.1280922177093933,6667.5586088642885,2.249995243021493,CH,2.0,cooling,2.0,52052.80014739986,8760
1.9999952430214925,0.0,0.0,True,29307.13595413987,0.4369729222798819,22745.664193259985,1.9999952430214925,CH,2.0,cooling,2.0,52052.80014739986,8760
1.8999952430214924,0.1,0.1,True,16924.317943122147,0.6748624877970653,35128.48220427771,1.8999952430214924,CH,2.0,cooling,2.0,52052.80014739986,8760
1.7999952430214925,0.1999999999999999,0.1999999999999999,False,,,,,CH,2.0,cooling,2.0,52052.80014739986,8760
1.6999952430214924,0.3,0.3,False,,,,,CH,2.0,cooling,2.0,52052.80014739986,8760
1.5999952430214923,0.3999999999999999,0.3999999999999999,False,,,,,CH,2.0,cooling,2.0,52052.80014739986,8760
1.4999952430214925,0.5,0.5,False,,,,,CH,2.0,cooling,2.0,52052.80014739986,8760
1.3999952430214924,0.6000000000000001,0.6000000000000001,False,,,,,CH,2.0,cooling,2.0,52052.80014739986,8760
1.2999952430214925,0.7,0.7,False,,,,,CH,2.0,cooling,2.0,52052.80014739986,8760
1.1999952430214924,0.8,0.8,False,,,,,CH,2.0,cooling,2.0,52052.80014739986,8760
1.0999952430214923,0.8999999999999999,0.8999999999999999,False,,,,,CH,2.0,cooling,2.0,52052.80014739986,8760
0.9999952430214925,1.0,1.0,False,,,,,CH,2.0,cooling,2.0,52052.80014739986,8760
10.99997621510746,-1.0,-1.0,True,52052.80014739986,0.0,0.0,10.978391706028429,CH,2.0,cooling,10.0,52052.80014739986,8760
10.74997621510746,-0.75,-0.75,True,52015.00463632341,0.0007260994791716,37.795511076452385,10.74997621510746,CH,2.0,cooling,10.0,52052.80014739986,8760
10.49997621510746,-0.5,-0.5,True,51785.084807186904,0.0051431496375767,267.7153402129552,10.49997621510746,CH,2.0,cooling,10.0,52052.80014739986,8760
10.24997621510746,-0.25,-0.25,True,51052.113634628346,0.0192244511330386,1000.6865127715135,10.24997621510746,CH,2.0,cooling,10.0,52052.80014739986,8760
9.99997621510746,0.0,0.0,True,48804.379640104366,0.0624062586085055,3248.4205072954937,9.99997621510746,CH,2.0,cooling,10.0,52052.80014739986,8760
9.89997621510746,0.0999999999999996,0.0999999999999996,True,46693.26821181896,0.1029633741202031,5359.531935580897,9.89997621510746,CH,2.0,cooling,10.0,52052.80014739986,8760
9.799976215107462,0.1999999999999993,0.1999999999999993,True,42813.09853091112,0.1775063318462086,9239.70161648874,9.799976215107463,CH,2.0,cooling,10.0,52052.80014739986,8760
9.69997621510746,0.3000000000000007,0.3000000000000007,True,37617.99604621484,0.2773108086464022,14434.804101185022,9.69997621510746,CH,2.0,cooling,10.0,52052.80014739986,8760
9.59997621510746,0.4000000000000003,0.4000000000000003,False,,,,,CH,2.0,cooling,10.0,52052.80014739986,8760
9.49997621510746,0.5,0.5,False,,,,,CH,2.0,cooling,10.0,52052.80014739986,8760
9.39997621510746,0.5999999999999996,0.5999999999999996,False,,,,,CH,2.0,cooling,10.0,52052.80014739986,8760
9.299976215107462,0.6999999999999993,0.6999999999999993,False,,,,,CH,2.0,cooling,10.0,52052.80014739986,8760
9.19997621510746,0.8000000000000007,0.8000000000000007,False,,,,,CH,2.0,cooling,10.0,52052.80014739986,8760
9.09997621510746,0.9000000000000004,0.9000000000000004,False,,,,,CH,2.0,cooling,10.0,52052.80014739986,8760
8.999976215107461,1.0,1.0,False,,,,,CH,2.0,cooling,10.0,52052.80014739986,8760
6.0,-1.0,-1.0,True,87661.89574649413,0.0,0.0,6.0,CH,4.0,flat,5.0,87661.89574649413,8760
5.75,-0.75,-0.75,True,81565.54712489904,0.0695438830027687,6096.348621595098,5.75,CH,4.0,flat,5.0,87661.89574649413,8760
5.5,-0.5,-0.5,True,68658.29940174895,0.2167828585375441,19003.59634474518,5.5,CH,4.0,flat,5.0,87661.89574649413,8760
5.25,-0.25,-0.25,True,43860.3655318053,0.4996644190921526,43801.530214688835,5.25,CH,4.0,flat,5.0,87661.89574649413,8760
5.0,0.0,0.0,True,0.0,1.0,87661.89574649413,5.0,CH,4.0,flat,5.0,87661.89574649413,8760
4.9,0.0999999999999996,0.0999999999999996,False,,,,,CH,4.0,flat,5.0,87661.89574649413,8760
4.8,0.2000000000000001,0.2000000000000001,False,,,,,CH,4.0,flat,5.0,87661.89574649413,8760
4.7,0.2999999999999998,0.2999999999999998,False,,,,,CH,4.0,flat,5.0,87661.89574649413,8760
4.6,0.4000000000000003,0.4000000000000003,False,,,,,CH,4.0,flat,5.0,87661.89574649413,8760
4.5,0.5,0.5,False,,,,,CH,4.0,flat,5.0,87661.89574649413,8760
4.4,0.5999999999999996,0.5999999999999996,False,,,,,CH,4.0,flat,5.0,87661.89574649413,8760
4.3,0.7000000000000002,0.7000000000000002,False,,,,,CH,4.0,flat,5.0,87661.89574649413,8760
4.2,0.7999999999999998,0.7999999999999998,False,,,,,CH,4.0,flat,5.0,87661.89574649413,8760
4.1,0.9000000000000004,0.9000000000000004,False,,,,,CH,4.0,flat,5.0,87661.89574649413,8760
4.0,1.0,1.0,False,,,,,CH,4.0,flat,5.0,87661.89574649413,8760
3.0,-1.0,-1.0,True,87661.89574649413,0.0,0.0,3.0,CH,4.0,flat,2.0,87661.89574649413,8760
2.75,-0.75,-0.75,True,81565.54712489904,0.0695438830027687,6096.348621595098,2.75,CH,4.0,flat,2.0,87661.89574649413,8760
2.5,-0.5,-0.5,True,68658.29940174895,0.2167828585375441,19003.59634474518,2.5,CH,4.0,flat,2.0,87661.89574649413,8760
2.25,-0.25,-0.25,True,43860.3655318053,0.4996644190921526,43801.530214688835,2.25,CH,4.0,flat,2.0,87661.89574649413,8760
2.0,0.0,0.0,True,0.0,1.0,87661.89574649413,2.0,CH,4.0,flat,2.0,87661.89574649413,8760
1.9,0.1,0.1,False,,,,,CH,4.0,flat,2.0,87661.89574649413,8760
1.8,0.1999999999999999,0.1999999999999999,False,,,,,CH,4.0,flat,2.0,87661.89574649413,8760
1.7,0.3,0.3,False,,,,,CH,4.0,flat,2.0,87661.89574649413,8760
1.6,0.3999999999999999,0.3999999999999999,False,,,,,CH,4.0,flat,2.0,87661.89574649413,8760
1.5,0.5,0.5,False,,,,,CH,4.0,flat,2.0,87661.89574649413,8760
1.4,0.6000000000000001,0.6000000000000001,False,,,,,CH,4.0,flat,2.0,87661.89574649413,8760
1.3,0.7,0.7,False,,,,,CH,4.0,flat,2.0,87661.89574649413,8760
1.2,0.8,0.8,False,,,,,CH,4.0,flat,2.0,87661.89574649413,8760
1.1,0.8999999999999999,0.8999999999999999,False,,,,,CH,4.0,flat,2.0,87661.89574649413,8760
1.0,1.0,1.0,False,,,,,CH,4.0,flat,2.0,87661.89574649413,8760
11.0,-1.0,-1.0,True,87661.89574649413,0.0,0.0,11.0,CH,4.0,flat,10.0,87661.89574649413,8760
10.75,-0.75,-0.75,True,81565.54712489904,0.0695438830027687,6096.348621595098,10.75,CH,4.0,flat,10.0,87661.89574649413,8760
10.5,-0.5,-0.5,True,68658.29940174895,0.2167828585375441,19003.59634474518,10.5,CH,4.0,flat,10.0,87661.89574649413,8760
10.25,-0.25,-0.25,True,43860.3655318053,0.4996644190921526,43801.530214688835,10.25,CH,4.0,flat,10.0,87661.89574649413,8760
10.0,0.0,0.0,True,0.0,1.0,87661.89574649413,10.0,CH,4.0,flat,10.0,87661.89574649413,8760
9.9,0.0999999999999996,0.0999999999999996,False,,,,,CH,4.0,flat,10.0,87661.89574649413,8760
9.8,0.1999999999999993,0.1999999999999993,False,,,,,CH,4.0,flat,10.0,87661.89574649413,8760
9.7,0.3000000000000007,0.3000000000000007,False,,,,,CH,4.0,flat,10.0,87661.89574649413,8760
9.6,0.4000000000000003,0.4000000000000003,False,,,,,CH,4.0,flat,10.0,87661.89574649413,8760
9.5,0.5,0.5,False,,,,,CH,4.0,flat,10.0,87661.89574649413,8760
9.4,0.5999999999999996,0.5999999999999996,False,,,,,CH,4.0,flat,10.0,87661.89574649413,8760
9.3,0.6999999999999993,0.6999999999999993,False,,,,,CH,4.0,flat,10.0,87661.89574649413,8760
9.2,0.8000000000000007,0.8000000000000007,False,,,,,CH,4.0,flat,10.0,87661.89574649413,8760
9.1,0.9000000000000004,0.9000000000000004,False,,,,,CH,4.0,flat,10.0,87661.89574649413,8760
9.0,1.0,1.0,False,,,,,CH,4.0,flat,10.0,87661.89574649413,8760
5.9999881075537305,-1.0,-1.0,True,87661.89574649413,0.0,0.0,5.990839373052622,CH,4.0,cooling,5.0,87661.89574649413,8760
5.7499881075537305,-0.75,-0.75,True,87056.12258622095,0.0069103360715012,605.7731602731801,5.7499881075537305,CH,4.0,cooling,5.0,87661.89574649413,8760
5.4999881075537305,-0.5,-0.5,True,83872.34094381824,0.0432292134502173,3789.554802675891,5.4999881075537305,CH,4.0,cooling,5.0,87661.89574649413,8760
5.2499881075537305,-0.25,-0.25,True,75721.27750975256,0.1362121835839845,11940.618236741577,5.2499881075537305,CH,4.0,cooling,5.0,87661.89574649413,8760
4.9999881075537305,0.0,0.0,True,59337.532488075245,0.3231091800744187,28324.36325841889,4.9999881075537305,CH,4.0,cooling,5.0,87661.89574649413,8760
4.899988107553731,0.0999999999999996,0.0999999999999996,True,50017.36723457692,0.4294286381939525,37644.52851191721,4.899988107553731,CH,4.0,cooling,5.0,87661.89574649413,8760
4.79998810755373,0.2000000000000001,0.2000000000000001,True,38944.18468571081,0.5557455796035724,48717.71106078333,4.79998810755373,CH,4.0,cooling,5.0,87661.89574649413,8760
4.699988107553731,0.2999999999999998,0.2999999999999998,True,26196.523462174395,0.7011640777432985,61465.37228431974,4.699988107553731,CH,4.0,cooling,5.0,87661.89574649413,8760
4.59998810755373,0.4000000000000003,0.4000000000000003,True,11419.96550611544,0.8697271441728756,76241.93024037869,4.59998810755373,CH,4.0,cooling,5.0,87661.89574649413,8760
4.4999881075537305,0.5,0.5,False,,,,,CH,4.0,cooling,5.0,87661.89574649413,8760
4.399988107553731,0.5999999999999996,0.5999999999999996,False,,,,,CH,4.0,cooling,5.0,87661.89574649413,8760
4.29998810755373,0.7000000000000002,0.7000000000000002,False,,,,,CH,4.0,cooling,5.0,87661.89574649413,8760
4.199988107553731,0.7999999999999998,0.7999999999999998,False,,,,,CH,4.0,cooling,5.0,87661.89574649413,8760
4.09998810755373,0.9000000000000004,0.9000000000000004,False,,,,,CH,4.0,cooling,5.0,87661.89574649413,8760
3.9999881075537305,1.0,1.0,False,,,,,CH,4.0,cooling,5.0,87661.89574649413,8760
2.9999952430214925,-1.0,-1.0,True,87661.89574649413,0.0,0.0,2.996335749221049,CH,4.0,cooling,2.0,87661.89574649413,8760
2.7499952430214925,-0.75,-0.75,True,85684.22237529716,0.0225602395927658,1977.673371196972,2.749995243021493,CH,4.0,cooling,2.0,87661.89574649413,8760
2.4999952430214925,-0.5,-0.5,True,78124.62638543115,0.1087960656092063,9537.26936106298,2.499995243021493,CH,4.0,cooling,2.0,87661.89574649413,8760
2.2499952430214925,-0.25,-0.25,True,61462.62266359637,0.2988672884586294,26199.27308289777,2.2499952430214925,CH,4.0,cooling,2.0,87661.89574649413,8760
1.9999952430214925,0.0,0.0,True,35155.05478405125,0.5989699460103541,52506.84096244288,1.9999952430214925,CH,4.0,cooling,2.0,87661.89574649413,8760
1.8999952430214924,0.1,0.1,True,21285.35769879806,0.7571880288745715,66376.53804769607,1.8999952430214924,CH,4.0,cooling,2.0,87661.89574649413,8760
1.7999952430214925,0.1999999999999999,0.1999999999999999,False,,,,,CH,4.0,cooling,2.0,87661.89574649413,8760
1.6999952430214924,0.3,0.3,False,,,,,CH,4.0,cooling,2.0,87661.89574649413,8760
1.5999952430214923,0.3999999999999999,0.3999999999999999,False,,,,,CH,4.0,cooling,2.0,87661.89574649413,8760
1.4999952430214925,0.5,0.5,False,,,,,CH,4.0,cooling,2.0,87661.89574649413,8760
1.3999952430214924,0.6000000000000001,0.6000000000000001,False,,,,,CH,4.0,cooling,2.0,87661.89574649413,8760
1.2999952430214925,0.7,0.7,False,,,,,CH,4.0,cooling,2.0,87661.89574649413,8760
1.1999952430214924,0.8,0.8,False,,,,,CH,4.0,cooling,2.0,87661.89574649413,8760
1.0999952430214923,0.8999999999999999,0.8999999999999999,False,,,,,CH,4.0,cooling,2.0,87661.89574649413,8760
0.9999952430214925,1.0,1.0,False,,,,,CH,4.0,cooling,2.0,87661.89574649413,8760
10.99997621510746,-1.0,-1.0,True,87661.89574649413,0.0,0.0,10.981678746105244,CH,4.0,cooling,10.0,87661.89574649413,8760
10.74997621510746,-0.75,-0.75,True,87426.84105262789,0.0026813781730888,235.05469386624463,10.74997621510746,CH,4.0,cooling,10.0,87661.89574649413,8760
10.49997621510746,-0.5,-0.5,True,86194.3068946558,0.0167414683351405,1467.588851838329,10.49997621510746,CH,4.0,cooling,10.0,87661.89574649413,8760
10.24997621510746,-0.25,-0.25,True,83119.62099567664,0.0518158398485142,4542.274750817494,10.24997621510746,CH,4.0,cooling,10.0,87661.89574649413,8760
9.99997621510746,0.0,0.0,True,76119.61743794283,0.1316681348294126,11542.278308551307,9.99997621510746,CH,4.0,cooling,10.0,87661.89574649413,8760
9.89997621510746,0.0999999999999996,0.0999999999999996,True,71535.9596826057,0.1839560498500098,16125.93606388844,9.89997621510746,CH,4.0,cooling,10.0,87661.89574649413,8760
9.799976215107462,0.1999999999999993,0.1999999999999993,True,65623.37685316204,0.2514036310264654,22038.51889333209,9.799976215107462,CH,4.0,cooling,10.0,87661.89574649413,8760
9.69997621510746,0.3000000000000007,0.3000000000000007,True,58353.76868311808,0.3343314311628742,29308.127063376058,9.69997621510746,CH,4.0,cooling,10.0,87661.89574649413,8760
9.59997621510746,0.4000000000000003,0.4000000000000003,True,49761.54874334982,0.4323468786569113,37900.347003144314,9.59997621510746,CH,4.0,cooling,10.0,87661.89574649413,8760
9.49997621510746,0.5,0.5,True,39947.27383032114,0.5443028753810775,47714.621916173,9.49997621510746,CH,4.0,cooling,10.0,87661.89574649413,8760
9.39997621510746,0.5999999999999996,0.5999999999999996,True,28833.860197144215,0.6710787514734147,58828.03554934992,9.39997621510746,CH,4.0,cooling,10.0,87661.89574649413,8760
9.299976215107462,0.6999999999999993,0.6999999999999993,False,,,,,CH,4.0,cooling,10.0,87661.89574649413,8760
9.19997621510746,0.8000000000000007,0.8000000000000007,False,,,,,CH,4.0,cooling,10.0,87661.89574649413,8760
9.09997621510746,0.9000000000000004,0.9000000000000004,False,,,,,CH,4.0,cooling,10.0,87661.89574649413,8760
8.999976215107461,1.0,1.0,False,,,,,CH,4.0,cooling,10.0,87661.89574649413,8760
6.0,-1.0,-1.0,True,70388.46958085551,0.0,0.0,6.0,ES,2.0,flat,5.0,70388.46958085551,8760
5.75,-0.75,-0.75,True,69762.19933280589,0.0088973414506509,626.2702480496228,5.75,ES,2.0,flat,5.0,70388.46958085551,8760
5.5,-0.5,-0.5,True,68299.68108234447,0.0296751514978123,2088.788498511043,5.5,ES,2.0,flat,5.0,70388.46958085551,8760
5.25,-0.25,-0.25,True,61095.788282623325,0.1320199366965586,9292.681298232186,5.25,ES,2.0,flat,5.0,70388.46958085551,8760
5.0,0.0,0.0,True,0.0,1.0,70388.46958085551,5.0,ES,2.0,flat,5.0,70388.46958085551,8760
4.9,0.0999999999999996,0.0999999999999996,False,,,,,ES,2.0,flat,5.0,70388.46958085551,8760
4.8,0.2000000000000001,0.2000000000000001,False,,,,,ES,2.0,flat,5.0,70388.46958085551,8760
4.7,0.2999999999999998,0.2999999999999998,False,,,,,ES,2.0,flat,5.0,70388.46958085551,8760
4.6,0.4000000000000003,0.4000000000000003,False,,,,,ES,2.0,flat,5.0,70388.46958085551,8760
4.5,0.5,0.5,False,,,,,ES,2.0,flat,5.0,70388.46958085551,8760
4.4,0.5999999999999996,0.5999999999999996,False,,,,,ES,2.0,flat,5.0,70388.46958085551,8760
4.3,0.7000000000000002,0.7000000000000002,False,,,,,ES,2.0,flat,5.0,70388.46958085551,8760
4.2,0.7999999999999998,0.7999999999999998,False,,,,,ES,2.0,flat,5.0,70388.46958085551,8760
4.1,0.9000000000000004,0.9000000000000004,False,,,,,ES,2.0,flat,5.0,70388.46958085551,8760
4.0,1.0,1.0,False,,,,,ES,2.0,flat,5.0,70388.46958085551,8760
3.0,-1.0,-1.0,True,70388.46958085551,0.0,0.0,3.0,ES,2.0,flat,2.0,70388.46958085551,8760
2.75,-0.75,-0.75,True,69762.19933280589,0.0088973414506509,626.2702480496228,2.75,ES,2.0,flat,2.0,70388.46958085551,8760
2.5,-0.5,-0.5,True,68299.68108234447,0.0296751514978123,2088.788498511043,2.5,ES,2.0,flat,2.0,70388.46958085551,8760
2.25,-0.25,-0.25,True,61095.788282623325,0.1320199366965586,9292.681298232186,2.25,ES,2.0,flat,2.0,70388.46958085551,8760
2.0,0.0,0.0,True,0.0,1.0,70388.46958085551,2.0,ES,2.0,flat,2.0,70388.46958085551,8760
1.9,0.1,0.1,False,,,,,ES,2.0,flat,2.0,70388.46958085551,8760
1.8,0.1999999999999999,0.1999999999999999,False,,,,,ES,2.0,flat,2.0,70388.46958085551,8760
1.7,0.3,0.3,False,,,,,ES,2.0,flat,2.0,70388.46958085551,8760
1.6,0.3999999999999999,0.3999999999999999,False,,,,,ES,2.0,flat,2.0,70388.46958085551,8760
1.5,0.5,0.5,False,,,,,ES,2.0,flat,2.0,70388.46958085551,8760
1.4,0.6000000000000001,0.6000000000000001,False,,,,,ES,2.0,flat,2.0,70388.46958085551,8760
1.3,0.7,0.7,False,,,,,ES,2.0,flat,2.0,70388.46958085551,8760
1.2,0.8,0.8,False,,,,,ES,2.0,flat,2.0,70388.46958085551,8760
1.1,0.8999999999999999,0.8999999999999999,False,,,,,ES,2.0,flat,2.0,70388.46958085551,8760
1.0,1.0,1.0,False,,,,,ES,2.0,flat,2.0,70388.46958085551,8760
11.0,-1.0,-1.0,True,70388.46958085551,0.0,0.0,11.0,ES,2.0,flat,10.0,70388.46958085551,8760
10.75,-0.75,-0.75,True,69762.19933280589,0.0088973414506509,626.2702480496228,10.75,ES,2.0,flat,10.0,70388.46958085551,8760
10.5,-0.5,-0.5,True,68299.68108234447,0.0296751514978123,2088.788498511043,10.5,ES,2.0,flat,10.0,70388.46958085551,8760
10.25,-0.25,-0.25,True,61095.788282623325,0.1320199366965586,9292.681298232186,10.25,ES,2.0,flat,10.0,70388.46958085551,8760
10.0,0.0,0.0,True,0.0,1.0,70388.46958085551,10.0,ES,2.0,flat,10.0,70388.46958085551,8760
9.9,0.0999999999999996,0.0999999999999996,False,,,,,ES,2.0,flat,10.0,70388.46958085551,8760
9.8,0.1999999999999993,0.1999999999999993,False,,,,,ES,2.0,flat,10.0,70388.46958085551,8760
9.7,0.3000000000000007,0.3000000000000007,False,,,,,ES,2.0,flat,10.0,70388.46958085551,8760
9.6,0.4000000000000003,0.4000000000000003,False,,,,,ES,2.0,flat,10.0,70388.46958085551,8760
9.5,0.5,0.5,False,,,,,ES,2.0,flat,10.0,70388.46958085551,8760
9.4,0.5999999999999996,0.5999999999999996,False,,,,,ES,2.0,flat,10.0,70388.46958085551,8760
9.3,0.6999999999999993,0.6999999999999993,False,,,,,ES,2.0,flat,10.0,70388.46958085551,8760
9.2,0.8000000000000007,0.8000000000000007,False,,,,,ES,2.0,flat,10.0,70388.46958085551,8760
9.1,0.9000000000000004,0.9000000000000004,False,,,,,ES,2.0,flat,10.0,70388.46958085551,8760
9.0,1.0,1.0,False,,,,,ES,2.0,flat,10.0,70388.46958085551,8760
5.9999881075537305,-1.0,-1.0,True,70388.46958085551,0.0,0.0,5.999828282956937,ES,2.0,cooling,5.0,70388.46958085551,8760
5.7499881075537305,-0.75,-0.75,True,70337.79802334041,0.0007198843477751,50.671557515102904,5.7499881075537305,ES,2.0,cooling,5.0,70388.46958085551,8760
5.4999881075537305,-0.5,-0.5,True,70161.80513333999,0.0032201928649002,226.664447515519,5.4999881075537305,ES,2.0,cooling,5.0,70388.46958085551,8760
5.2499881075537305,-0.25,-0.25,True,69589.34488061049,0.0113530625826019,799.1247002450255,5.2499881075537305,ES,2.0,cooling,5.0,70388.46958085551,8760
4.9999881075537305,0.0,0.0,True,65612.23855812158,0.0678553043016151,4776.231022733933,4.9999881075537305,ES,2.0,cooling,5.0,70388.46958085551,8760
4.899988107553731,0.0999999999999996,0.0999999999999996,True,58808.544983846026,0.1645145102026629,11579.924597009483,4.899988107553731,ES,2.0,cooling,5.0,70388.46958085551,8760
4.79998810755373,0.2000000000000001,0.2000000000000001,True,46867.031741539686,0.3341660641207244,23521.437839315822,4.79998810755373,ES,2.0,cooling,5.0,70388.46958085551,8760
4.699988107553731,0.2999999999999998,0.2999999999999998,True,30746.310689506925,0.5631910897822758,39642.15889134859,4.699988107553731,ES,2.0,cooling,5.0,70388.46958085551,8760
4.59998810755373,0.4000000000000003,0.4000000000000003,False,,,,,ES,2.0,cooling,5.0,70388.46958085551,8760
4.4999881075537305,0.5,0.5,False,,,,,ES,2.0,cooling,5.0,70388.46958085551,8760
4.399988107553731,0.5999999999999996,0.5999999999999996,False,,,,,ES,2.0,cooling,5.0,70388.46958085551,8760
4.29998810755373,0.7000000000000002,0.7000000000000002,False,,,,,ES,2.0,cooling,5.0,70388.46958085551,8760
4.199988107553731,0.7999999999999998,0.7999999999999998,False,,,,,ES,2.0,cooling,5.0,70388.46958085551,8760
4.09998810755373,0.9000000000000004,0.9000000000000004,False,,,,,ES,2.0,cooling,5.0,70388.46958085551,8760
3.9999881075537305,1.0,1.0,False,,,,,ES,2.0,cooling,5.0,70388.46958085551,8760
2.9999952430214925,-1.0,-1.0,True,70388.46958085551,0.0,0.0,2.999931313182775,ES,2.0,cooling,2.0,70388.46958085551,8760
2.7499952430214925,-0.75,-0.75,True,70277.9685318239,0.0015698742946055,110.50104903160536,2.749995243021493,ES,2.0,cooling,2.0,70388.46958085551,8760
2.4999952430214925,-0.5,-0.5,True,69719.78099893607,0.0094999733038849,668.6885819194431,2.499995243021493,ES,2.0,cooling,2.0,70388.46958085551,8760
2.2499952430214925,-0.25,-0.25,True,67890.7678263686,0.0354845299146303,2497.701754486916,2.249995243021493,ES,2.0,cooling,2.0,70388.46958085551,8760
1.9999952430214925,0.0,0.0,True,49939.611956043525,0.2905143093262214,20448.857624811983,1.999995243021493,ES,2.0,cooling,2.0,70388.46958085551,8760
1.8999952430214924,0.1,0.1,True,31098.76678699968,0.5581837910074688,39289.70279385583,1.8999952430214928,ES,2.0,cooling,2.0,70388.46958085551,8760
1.7999952430214925,0.1999999999999999,0.1999999999999999,False,,,,,ES,2.0,cooling,2.0,70388.46958085551,8760
1.6999952430214924,0.3,0.3,False,,,,,ES,2.0,cooling,2.0,70388.46958085551,8760
1.5999952430214923,0.3999999999999999,0.3999999999999999,False,,,,,ES,2.0,cooling,2.0,70388.46958085551,8760
1.4999952430214925,0.5,0.5,False,,,,,ES,2.0,cooling,2.0,70388.46958085551,8760
1.3999952430214924,0.6000000000000001,0.6000000000000001,False,,,,,ES,2.0,cooling,2.0,70388.46958085551,8760
1.2999952430214925,0.7,0.7,False,,,,,ES,2.0,cooling,2.0,70388.46958085551,8760
1.1999952430214924,0.8,0.8,False,,,,,ES,2.0,cooling,2.0,70388.46958085551,8760
1.0999952430214923,0.8999999999999999,0.8999999999999999,False,,,,,ES,2.0,cooling,2.0,70388.46958085551,8760
0.9999952430214925,1.0,1.0,False,,,,,ES,2.0,cooling,2.0,70388.46958085551,8760
10.99997621510746,-1.0,-1.0,True,70388.46958085551,0.0,0.0,10.999656565913874,ES,2.0,cooling,10.0,70388.46958085551,8760
10.74997621510746,-0.75,-0.75,True,70365.32697251166,0.0003287840818484,23.14260834385641,10.74997621510746,ES,2.0,cooling,10.0,70388.46958085551,8760
10.49997621510746,-0.5,-0.5,True,70273.0792767274,0.0016393353174921,115.39030412811552,10.49997621510746,ES,2.0,cooling,10.0,70388.46958085551,8760
10.24997621510746,-0.25,-0.25,True,70024.85188180488,0.0051658702230049,363.6176990506356,10.24997621510746,ES,2.0,cooling,10.0,70388.46958085551,8760
9.99997621510746,0.0,0.0,True,68977.64910021686,0.0200433464321601,1410.820480638649,9.99997621510746,ES,2.0,cooling,10.0,70388.46958085551,8760
9.89997621510746,0.0999999999999996,0.0999999999999996,True,67423.44035503898,0.0421237916305395,2965.029225816528,9.89997621510746,ES,2.0,cooling,10.0,70388.46958085551,8760
9.799976215107462,0.1999999999999993,0.1999999999999993,True,63253.007891934656,0.1013725931450224,7135.4616889208555,9.799976215107462,ES,2.0,cooling,10.0,70388.46958085551,8760
9.69997621510746,0.3000000000000007,0.3000000000000007,True,57163.66777945149,0.1878830706244101,13224.80180140402,9.69997621510746,ES,2.0,cooling,10.0,70388.46958085551,8760
9.59997621510746,0.4000000000000003,0.4000000000000003,False,,,,,ES,2.0,cooling,10.0,70388.46958085551,8760
9.49997621510746,0.5,0.5,False,,,,,ES,2.0,cooling,10.0,70388.46958085551,8760
9.39997621510746,0.5999999999999996,0.5999999999999996,False,,,,,ES,2.0,cooling,10.0,70388.46958085551,8760
9.299976215107462,0.6999999999999993,0.6999999999999993,False,,,,,ES,2.0,cooling,10.0,70388.46958085551,8760
9.19997621510746,0.8000000000000007,0.8000000000000007,False,,,,,ES,2.0,cooling,10.0,70388.46958085551,8760
9.09997621510746,0.9000000000000004,0.9000000000000004,False,,,,,ES,2.0,cooling,10.0,70388.46958085551,8760
8.999976215107461,1.0,1.0,False,,,,,ES,2.0,cooling,10.0,70388.46958085551,8760
6.0,-1.0,-1.0,True,122755.76422481547,0.0,0.0,6.0,ES,4.0,flat,5.0,122755.76422481547,8760
5.75,-0.75,-0.75,True,119843.88297169052,0.0237209329558824,2911.881253124957,5.75,ES,4.0,flat,5.0,122755.76422481547,8760
5.5,-0.5,-0.5,True,110420.7707968504,0.1004840261950934,12334.993427965075,5.5,ES,4.0,flat,5.0,122755.76422481547,8760
5.25,-0.25,-0.25,True,74438.44861175967,0.3936052691144283,48317.315613055805,5.25,ES,4.0,flat,5.0,122755.76422481547,8760
5.0,0.0,0.0,True,0.0,1.0,122755.76422481547,5.0,ES,4.0,flat,5.0,122755.76422481547,8760
4.9,0.0999999999999996,0.0999999999999996,False,,,,,ES,4.0,flat,5.0,122755.76422481547,8760
4.8,0.2000000000000001,0.2000000000000001,False,,,,,ES,4.0,flat,5.0,122755.76422481547,8760
4.7,0.2999999999999998,0.2999999999999998,False,,,,,ES,4.0,flat,5.0,122755.76422481547,8760
4.6,0.4000000000000003,0.4000000000000003,False,,,,,ES,4.0,flat,5.0,122755.76422481547,8760
4.5,0.5,0.5,False,,,,,ES,4.0,flat,5.0,122755.76422481547,8760
4.4,0.5999999999999996,0.5999999999999996,False,,,,,ES,4.0,flat,5.0,122755.76422481547,8760
4.3,0.7000000000000002,0.7000000000000002,False,,,,,ES,4.0,flat,5.0,122755.76422481547,8760
4.2,0.7999999999999998,0.7999999999999998,False,,,,,ES,4.0,flat,5.0,122755.76422481547,8760
4.1,0.9000000000000004,0.9000000000000004,False,,,,,ES,4.0,flat,5.0,122755.76422481547,8760
4.0,1.0,1.0,False,,,,,ES,4.0,flat,5.0,122755.76422481547,8760
3.0,-1.0,-1.0,True,122755.76422481547,0.0,0.0,3.0,ES,4.0,flat,2.0,122755.76422481547,8760
2.75,-0.75,-0.75,True,119843.88297169052,0.0237209329558824,2911.881253124957,2.75,ES,4.0,flat,2.0,122755.76422481547,8760
